x,transfer,erc20_transfer,non_erc20_single_call,multi_call,other
0,83.33333333333334,0.0,14.583333333333334,2.083333333333333,0.0
100000,86.75213675213675,0.0,11.538461538461538,1.7094017094017095,0.0
200000,97.47899159663865,0.0,2.100840336134454,0.0,0.42016806722689076
300000,95.28301886792453,0.0,2.358490566037736,1.8867924528301887,0.4716981132075472
400000,93.44262295081968,0.0,3.606557377049181,2.9508196721311477,0.0
500000,77.82426778242679,0.41841004184100417,14.644351464435147,6.2761506276150625,0.8368200836820083
600000,91.71270718232044,0.0,8.287292817679557,0.0,0.0
700000,68.22429906542055,0.0,25.981308411214954,5.607476635514018,0.1869158878504673
800000,67.17557251908397,0.2544529262086514,9.669211195928753,22.391857506361323,0.5089058524173028
900000,72.71186440677965,0.0,4.23728813559322,22.71186440677966,0.3389830508474576
1000000,87.07865168539325,0.18726591760299627,3.1835205992509366,8.426966292134832,1.1235955056179776
1100000,88.95253682487724,0.0,3.355155482815057,7.528641571194762,0.16366612111292964
1200000,89.15401301518439,0.0,2.1691973969631237,8.170643528561099,0.5061460592913956
1300000,94.95738636363636,0.0,1.065340909090909,3.90625,0.07102272727272728
1400000,87.48890860692103,0.354924578527063,2.839396628216504,9.050576752440106,0.26619343389529726
1500000,85.51367331855137,0.0,3.9911308203991127,10.347376201034738,0.14781966001478197
1600000,85.74126534466477,2.644003777148253,3.6827195467422094,7.64872521246459,0.28328611898017
1700000,84.86562942008487,0.9900990099009901,6.294200848656294,5.9405940594059405,1.9094766619519095
1800000,92.31360491929284,0.3074558032282859,2.4596464258262873,4.073789392774789,0.8455034588777863
1900000,72.37318840579711,1.8115942028985508,3.894927536231884,21.3768115942029,0.5434782608695652
2000000,73.35069444444444,2.864583333333333,2.6909722222222223,21.006944444444446,0.08680555555555555
2100000,62.66548984995587,4.5895851721094445,4.41306266548985,28.243601059135038,0.088261253309797
2200000,66.81109185441942,7.625649913344887,1.733102253032929,21.923743500866554,1.9064124783362217
2300000,64.90706319702603,9.219330855018587,2.825278810408922,20.892193308550187,2.1561338289962824
2400000,69.0388848129127,2.494497432134996,2.641232575201761,25.53191489361702,0.293470286133529
2500000,67.84372652141248,10.894064613072878,2.404207362885049,18.55747558226897,0.30052592036063114
2600000,73.45807345807346,4.435204435204435,5.336105336105336,15.246015246015245,1.5246015246015245
2700000,76.953125,7.421875,2.96875,12.5,0.15625
2800000,63.190607734806626,14.502762430939226,3.6602209944751376,18.370165745856355,0.2762430939226519
2900000,63.512092534174556,12.197686645636173,7.150368033648791,12.618296529968454,4.52155625657203
3000000,70.6634692246203,11.191047162270182,5.595523581135091,12.310151878497203,0.2398081534772182
3100000,60.362694300518136,12.435233160621761,10.103626943005182,16.753022452504318,0.3454231433506045
3200000,61.35849056603774,6.415094339622642,13.433962264150942,18.49056603773585,0.3018867924528302
3300000,67.93267155804921,8.157099697885197,8.631851532153648,14.803625377643503,0.4747518342684506
3400000,65.1750972762646,12.062256809338521,6.906614785992218,14.267185473411153,1.5888456549935148
3500000,65.68024596464258,7.647963105303612,8.493466564181398,16.79477325134512,1.3835511145272867
3600000,67.97977109395794,8.198030343359063,3.593292520628161,20.01597018898057,0.21293585307426138
3700000,62.861434472399544,5.91438227562899,5.482538490424334,22.868944799098763,2.8726999624483667
3800000,68.20724560468834,7.618540223761321,3.9824187533297812,17.408098028769313,2.7836973894512522
3900000,64.01370906321401,6.4991114496065,5.305915206905306,22.56917999492257,1.6120842853516122
4000000,65.65243535778713,9.933854479855682,5.55622369212267,17.233914612146723,1.6235718580877931
4100000,56.992337164750964,14.57991242474001,7.519157088122605,20.19704433497537,0.7115489874110563
4200000,58.148104819840896,17.840430510060834,6.872952737482452,16.419045390734674,0.7194665418811418
4300000,50.46679752956385,18.48039450375832,12.677742136257002,17.877148465552736,0.4979173648680998
4400000,42.94652265542677,18.21654373024236,23.14278187565859,15.331928345626974,0.36222339304531087
4500000,49.556162512803006,18.231478320245817,14.330829634687605,17.138955274837826,0.7425742574257426
4600000,53.8338507855866,12.211873177156834,13.199736569761972,19.997177533163985,0.757361934330605
4700000,63.7326692190462,10.601048210236778,9.106791064193583,15.507564212169648,1.0519272943537894
4800000,70.89981821854171,12.641385578670974,6.021510805897798,9.849020399919208,0.5882649969703091
4900000,66.42272636551128,15.627702747654848,6.988889628101923,10.039252212095004,0.9214290466369504
5000000,62.63017502831878,14.966930975262176,6.917089925823072,14.491906310519969,0.9938977600760038
5100000,51.30877264400569,20.887441481783025,8.34927742723387,18.440871158151843,1.013637288825565
5200000,49.781558979075655,24.584962060243733,9.51483099563118,15.603587031501496,0.515060933547942
5300000,48.14770978814061,25.784116463486807,8.622322168303942,17.22689075630252,0.2189608237661262
5400000,48.46066672962508,23.95882519595807,10.47785437718387,16.800453300594956,0.3022003966380206
5500000,52.77874746910564,25.73483208824967,8.793548837534036,12.493890944634504,0.19898066047615723
5600000,54.7799385875128,24.876151484135107,8.75742067553736,11.328556806550665,0.2579324462640737
5700000,49.89329750237116,30.133575719253873,9.251501738855517,10.504268099905154,0.2173569396142902
5800000,45.88736482374421,35.81293010626843,8.211226066195403,9.896540424137447,0.19193857965451055
5900000,43.912052426631206,37.87634153290911,7.507835501947004,10.010447335929339,0.6933232025833412
6000000,45.29856228355546,31.687480323223845,7.7867562178612655,14.398153006611397,0.8290481687480323
6100000,46.86894413376889,25.40833840872598,8.986213387963014,18.542716350146726,0.19378771939538234
6200000,48.779052662547805,21.535745807590466,11.59164460135334,17.718446601941746,0.37511032656663723
6300000,48.67506366577191,19.16167664670659,10.936747195264642,20.903021543120655,0.32349094913621035
6400000,46.02544304728289,22.69284506213692,12.045003309066843,18.699904404735644,0.5368041767777042
6500000,49.146082593593206,24.237746043998456,10.671555384021614,15.39463527595523,0.5499807024314937
6600000,44.32054812924028,24.706119433062405,10.767783972593538,19.715187747699332,0.4903607174044468
6700000,43.52894423102398,24.65227182408266,11.17366538614386,20.36693601801563,0.27818254073387205
6800000,41.692862964256605,26.580509954593083,11.584584934218187,19.880079171032715,0.2619629758994062
6900000,43.12846886297673,30.39869647130709,8.809002495035388,17.159733183970673,0.5040989867101177
7000000,41.41138732959102,31.419406575781878,9.141940657578187,17.620956963378774,0.40630847367014167
7100000,37.548273844353425,32.07723815096548,10.918665886483323,19.057928613224107,0.3978935049736688
7200000,38.019672843867184,31.5743709581001,10.711374381827074,19.189174501385793,0.5054073148198468
7300000,38.74752711644723,28.999249607749505,10.416808786411078,21.522614093730812,0.3138003956613684
7400000,40.59078955415571,29.105253501314905,10.727172649990827,19.16090758974986,0.415876704788698
7500000,43.67849300820525,27.42979313532879,9.147116606957125,19.160984629608226,0.5836126199006125
7600000,39.67902600996126,32.54012174875484,9.49086884338683,17.764250138350857,0.5257332595462092
7700000,39.225970516946795,34.53729089680932,9.52040370326221,16.211705805221122,0.5046290777605594
7800000,36.971093422706325,41.00544616673648,7.591118558860495,14.180980310012567,0.25136154168412234
7900000,39.19593302551187,39.97015064595868,8.12928501469148,12.466769273821184,0.23786204001679023
8000000,37.40287615368105,43.18952564928097,7.280532303069329,11.684910925091222,0.44215496887744155
8100000,36.744825140729574,43.15411550906432,6.223128407428749,13.408093612871768,0.46983732990558924
8200000,36.03873522015944,44.55620352041089,6.286448023112729,12.829704135680272,0.28890910063667
8300000,38.534951012741764,41.2609777146048,6.929285750545714,13.01588913142799,0.2588963906797299
8400000,34.80598410472183,47.089761570827484,5.989948574100047,11.87470780738663,0.2395979429640019
8500000,32.74263000993706,47.968422214861434,6.1444186816826765,12.97339074748813,0.17113834603069447
8600000,33.90285714285714,44.45142857142857,7.451428571428571,13.8,0.3942857142857143
8700000,30.361458724958375,46.36661474837532,8.061657446694237,14.920242762769215,0.2900263172028573
8800000,28.843501326259947,48.647214854111404,6.604774535809018,15.342175066312997,0.5623342175066313
8900000,29.931027638564977,46.39011561554111,7.7407830099737005,15.680047635587755,0.2580261003324567
9000000,28.904769638893402,46.0559796437659,8.86795517297385,15.75983974879541,0.4114557955714363
9100000,30.2321630804077,43.18233295583239,9.21291053227633,17.18573046432616,0.1868629671574179
9200000,29.974218136980156,43.21264432238539,9.98766954377312,16.511601838358928,0.31386615850241006
